member_casual,rideable_type,ride_year,ride_month,day_of_week,hour_of_day,number_of_rides,avg_ride_duration,avg_ride_distance
member,electric_bike,2022,Oct,Saturday,17,1366,13.074841386041971,2333.854378411923
member,electric_bike,2022,Oct,Saturday,18,1220,11.068032786885245,2179.270084496219
member,electric_bike,2022,Oct,Saturday,19,939,10.729801206957756,2118.2227840130577
member,electric_bike,2022,Oct,Saturday,20,733,10.60825375170532,1992.7786199673308
member,electric_bike,2022,Oct,Saturday,21,568,10.284653755868545,1950.4067748765062
member,electric_bike,2022,Oct,Saturday,22,551,10.891318814277072,2231.503836458592
member,electric_bike,2022,Oct,Saturday,23,463,10.840208783297337,2325.7719263012423
member,electric_bike,2022,Oct,Sunday,0,406,10.220853858784894,2215.3456028479486
member,electric_bike,2022,Oct,Sunday,1,324,10.344084362139919,2302.3057992840895
member,electric_bike,2022,Oct,Sunday,2,182,8.857600732600732,1992.2658959308956
member,electric_bike,2022,Oct,Sunday,3,110,8.923333333333334,2063.2602037998367
member,electric_bike,2022,Oct,Sunday,4,71,12.062206572769952,2382.8833842925023
member,electric_bike,2022,Oct,Sunday,5,109,9.674770642201835,2364.857062108419
member,electric_bike,2022,Oct,Sunday,6,173,10.783333333333333,2474.8824713703925
member,electric_bike,2022,Oct,Sunday,7,308,9.56904761904762,2280.4784455291656
member,electric_bike,2022,Oct,Sunday,8,431,10.818020108275329,2373.854802699101
member,electric_bike,2022,Oct,Sunday,9,606,10.733443344334434,2108.5037493708014
member,electric_bike,2022,Oct,Sunday,10,874,10.890179252479024,2099.6043190292594
member,electric_bike,2022,Oct,Sunday,11,1127,12.443788819875776,2285.5638536680995
member,electric_bike,2022,Oct,Sunday,12,1160,12.852830459770114,2370.994483144479
member,electric_bike,2022,Oct,Sunday,13,1196,12.445903010033446,2290.441873217865
member,electric_bike,2022,Oct,Sunday,14,1056,12.346085858585859,2238.0591124573643
member,electric_bike,2022,Oct,Sunday,15,1296,11.85133744855967,2296.3251309911757
member,electric_bike,2022,Oct,Sunday,16,1196,12.232650501672241,2271.939785979304
member,electric_bike,2022,Oct,Sunday,17,1124,12.445833333333333,2275.302722170932
member,electric_bike,2022,Oct,Sunday,18,992,11.057123655913978,2195.088594927952
member,electric_bike,2022,Oct,Sunday,19,742,10.19588948787062,1925.1296362669568
member,electric_bike,2022,Oct,Sunday,20,556,9.68609112709832,1909.0038201923928
member,electric_bike,2022,Oct,Sunday,21,422,9.513586097946288,1958.702353978691
member,electric_bike,2022,Oct,Sunday,22,328,10.035670731707317,2225.872041576438
member,electric_bike,2022,Oct,Sunday,23,191,10.614048865619546,2380.4715021629613
member,electric_bike,2022,Oct,Thursday,0,99,11.05151515151515,2045.8222143896537
member,electric_bike,2022,Oct,Thursday,1,64,8.0734375,1969.024847332528
member,electric_bike,2022,Oct,Thursday,2,35,11.381904761904762,2229.3225983644347
member,electric_bike,2022,Oct,Thursday,3,18,14.25,2149.943218253803
member,electric_bike,2022,Oct,Thursday,4,37,6.222072072072072,1613.368403746831
member,electric_bike,2022,Oct,Thursday,5,176,8.002935606060607,2125.1190390578927
member,electric_bike,2022,Oct,Thursday,6,594,8.544276094276094,2300.376362007533
member,electric_bike,2022,Oct,Thursday,7,1179,9.884054283290924,2336.7562587513057
member,electric_bike,2022,Oct,Thursday,8,1453,9.260575820142234,2192.7030910470507
member,electric_bike,2022,Oct,Thursday,9,706,8.491265344664779,2043.6263444078993
member,electric_bike,2022,Oct,Thursday,10,496,9.271370967741936,1948.3936810533487
member,electric_bike,2022,Oct,Thursday,11,561,8.937908496732026,1868.459030466876
member,electric_bike,2022,Oct,Thursday,12,764,8.995680628272252,1807.8340712442505
member,electric_bike,2022,Oct,Thursday,13,795,8.71607966457023,1906.4608541042182
member,electric_bike,2022,Oct,Thursday,14,793,9.023602353930222,1888.5096156349136
member,electric_bike,2022,Oct,Thursday,15,1133,9.287466902030008,2081.8209897901156
member,electric_bike,2022,Oct,Thursday,16,1576,10.19585448392555,2167.5759102665734
member,electric_bike,2022,Oct,Thursday,17,1835,11.04338782924614,2324.494208402068
member,electric_bike,2022,Oct,Thursday,18,1272,9.903839098532496,2186.056999279729
member,electric_bike,2022,Oct,Thursday,19,835,9.555029940119761,2044.902549841499
member,electric_bike,2022,Oct,Thursday,20,562,9.038226571767497,1989.8896603150763
member,electric_bike,2022,Oct,Thursday,21,513,9.048960363872645,2052.2272148583234
member,electric_bike,2022,Oct,Thursday,22,442,9.969268476621417,2326.2736764198703
member,electric_bike,2022,Oct,Thursday,23,263,9.563688212927756,2184.9648925167694
member,electric_bike,2022,Oct,Tuesday,0,110,8.893484848484848,1800.5743581721306
member,electric_bike,2022,Oct,Tuesday,1,53,9.889622641509433,1882.1054451703974
member,electric_bike,2022,Oct,Tuesday,2,18,13.239814814814816,2696.8265324514014
member,electric_bike,2022,Oct,Tuesday,3,9,5.146296296296296,1024.512234293535
member,electric_bike,2022,Oct,Tuesday,4,37,7.0157657657657655,1275.0317156048566
member,electric_bike,2022,Oct,Tuesday,5,216,7.703395061728395,1965.810977538081
member,electric_bike,2022,Oct,Tuesday,6,654,8.390443425076453,2289.455062530085
member,electric_bike,2022,Oct,Tuesday,7,1221,8.996328146328146,2203.001758437058
member,electric_bike,2022,Oct,Tuesday,8,1370,9.209781021897811,2138.491690827611
member,electric_bike,2022,Oct,Tuesday,9,611,8.76481178396072,2075.8562776562176
member,electric_bike,2022,Oct,Tuesday,10,447,8.864168530947055,1908.9065942969735
member,electric_bike,2022,Oct,Tuesday,11,509,10.983333333333333,1859.7072430761082
member,electric_bike,2022,Oct,Tuesday,12,659,8.33902377339403,1638.154531303825
member,electric_bike,2022,Oct,Tuesday,13,603,8.49466556108347,1711.8030597840673
member,electric_bike,2022,Oct,Tuesday,14,519,8.621290944123315,1756.2943435309246
member,electric_bike,2022,Oct,Tuesday,15,718,9.365041782729804,2083.2896325632514
member,electric_bike,2022,Oct,Tuesday,16,1108,9.502782791817088,2097.3341215388855
member,electric_bike,2022,Oct,Tuesday,17,1332,10.390653153153153,2131.761582499006
member,electric_bike,2022,Oct,Tuesday,18,909,9.707407407407407,2088.1639328934493
member,electric_bike,2022,Oct,Tuesday,19,574,9.3784262485482,2010.579502678667
member,electric_bike,2022,Oct,Tuesday,20,472,8.860204802259886,1961.2316786962156
member,electric_bike,2022,Oct,Tuesday,21,473,8.223044397463003,1908.5881956271785
member,electric_bike,2022,Oct,Tuesday,22,289,9.011014994232987,2161.2444564075495
member,electric_bike,2022,Oct,Tuesday,23,168,8.397321428571429,2089.9340217025738
member,electric_bike,2022,Oct,Wednesday,0,68,10.42156862745098,1999.6728689382808
member,electric_bike,2022,Oct,Wednesday,1,38,8.853508771929825,2128.8282291883297
member,electric_bike,2022,Oct,Wednesday,2,18,5.807407407407408,1384.4018779370779
member,electric_bike,2022,Oct,Wednesday,3,14,11.498809523809523,2466.0656418484296
member,electric_bike,2022,Oct,Wednesday,4,37,7.3563063063063066,1969.9049680238638
member,electric_bike,2022,Oct,Wednesday,5,172,7.217441860465116,1997.0096971058415
member,electric_bike,2022,Oct,Wednesday,6,530,8.431509433962264,2299.9124698031524
member,electric_bike,2022,Oct,Wednesday,7,1022,9.075587084148728,2235.5744842123736
member,electric_bike,2022,Oct,Wednesday,8,1267,9.214390949750065,2143.065683175578
member,electric_bike,2022,Oct,Wednesday,9,643,9.35414722654225,2264.4778726994073
member,electric_bike,2022,Oct,Wednesday,10,477,9.27543675751223,1984.301328867805
member,electric_bike,2022,Oct,Wednesday,11,563,9.419034931912375,1876.2913079950831
member,electric_bike,2022,Oct,Wednesday,12,690,9.171111111111111,1867.265373621087
member,electric_bike,2022,Oct,Wednesday,13,739,9.840279657194406,1891.309656278384
member,electric_bike,2022,Oct,Wednesday,14,655,9.324605597964377,1958.6839038581295
member,electric_bike,2022,Oct,Wednesday,15,1039,9.38756817452679,2066.287410199839
member,electric_bike,2022,Oct,Wednesday,16,1648,10.635598705501618,2221.935432476009
member,electric_bike,2022,Oct,Wednesday,17,1965,10.627981340118744,2256.361844194379
member,electric_bike,2022,Oct,Wednesday,18,1533,10.29861926505762,2151.655078508693
member,electric_bike,2022,Oct,Wednesday,19,886,9.48946576373213,2079.9854543677257
member,electric_bike,2022,Oct,Wednesday,20,596,9.427376957494408,2089.3062533897164
member,electric_bike,2022,Oct,Wednesday,21,483,9.926535541752934,2200.613402139302
member,electric_bike,2022,Oct,Wednesday,22,397,8.934256926952141,2191.760216487309
member,electric_bike,2022,Oct,Wednesday,23,175,9.223904761904762,2209.4378669243993
member,electric_bike,2022,Nov,Friday,0,79,9.713713080168777,2457.8275334146542
member,electric_bike,2022,Nov,Friday,1,55,8.042121212121213,1953.3040877303865
member,electric_bike,2022,Nov,Friday,2,24,6.745138888888889,1801.6228350129677
member,electric_bike,2022,Nov,Friday,3,16,13.369791666666666,3646.93455719998
member,electric_bike,2022,Nov,Friday,4,42,7.786904761904762,2024.4226285970874
member,electric_bike,2022,Nov,Friday,5,98,7.642176870748299,2229.291372145312
member,electric_bike,2022,Nov,Friday,6,306,7.9413398692810455,2177.1012823967003
member,electric_bike,2022,Nov,Friday,7,493,9.06396213657877,2302.702311087472
member,electric_bike,2022,Nov,Friday,8,563,9.104499703966844,2238.61433538726
member,electric_bike,2022,Nov,Friday,9,428,8.782827102803738,2102.3426615728836
member,electric_bike,2022,Nov,Friday,10,391,9.439556692242114,2084.430531585865
member,electric_bike,2022,Nov,Friday,11,433,9.217205542725173,1755.121555003696
member,electric_bike,2022,Nov,Friday,12,550,9.211030303030302,1843.7382927324477
member,electric_bike,2022,Nov,Friday,13,472,9.234710451977401,1860.7716461310797
member,electric_bike,2022,Nov,Friday,14,506,9.799835309617919,2069.002960844988
member,electric_bike,2022,Nov,Friday,15,727,10.163227877120587,2156.343059405863
member,electric_bike,2022,Nov,Friday,16,859,10.877376794722545,2180.133221667164
member,electric_bike,2022,Nov,Friday,17,773,10.124320827943079,2202.0426811161633
member,electric_bike,2022,Nov,Friday,18,650,10.795615384615385,2232.3743495646736
member,electric_bike,2022,Nov,Friday,19,443,9.705304740406321,2027.3489972449927
member,electric_bike,2022,Nov,Friday,20,296,9.072972972972973,1885.92255034584
member,electric_bike,2022,Nov,Friday,21,270,9.456172839506173,2085.4383298719167
member,electric_bike,2022,Nov,Friday,22,224,10.094940476190477,2250.8564531566703
member,electric_bike,2022,Nov,Friday,23,185,8.764504504504504,1979.8600817730146
member,electric_bike,2022,Nov,Monday,0,50,7.755333333333334,2203.5747951143753
member,electric_bike,2022,Nov,Monday,1,21,7.923015873015873,1981.7875672935863
member,electric_bike,2022,Nov,Monday,2,19,8.011403508771929,1503.911787005704
member,electric_bike,2022,Nov,Monday,3,16,5.409375,1678.1230410344945
member,electric_bike,2022,Nov,Monday,4,31,6.848387096774194,1965.3042652634658
member,electric_bike,2022,Nov,Monday,5,121,6.453168044077135,1831.1951181780134
member,electric_bike,2022,Nov,Monday,6,355,7.990516431924883,2214.6568319984126
member,electric_bike,2022,Nov,Monday,7,680,8.770269607843137,2127.979552506137
member,electric_bike,2022,Nov,Monday,8,806,8.669106699751861,2121.365028652266
member,electric_bike,2022,Nov,Monday,9,377,8.637709991158268,2038.6618259532083
member,electric_bike,2022,Nov,Monday,10,316,10.115031645569621,1893.9410803157564
member,electric_bike,2022,Nov,Monday,11,379,11.375637642919965,1778.5568156108948
member,electric_bike,2022,Nov,Monday,12,482,8.50231673582296,1671.4965375199436
member,electric_bike,2022,Nov,Monday,13,514,8.495428015564203,1904.6207123501797
member,electric_bike,2022,Nov,Monday,14,542,9.338468634686347,1845.9679960941935
member,electric_bike,2022,Nov,Monday,15,720,9.012731481481481,1937.6830195770103
member,electric_bike,2022,Nov,Monday,16,1029,9.962406867508909,2149.356354022705
member,electric_bike,2022,Nov,Monday,17,1066,9.813367729831144,2021.7273340513618
member,electric_bike,2022,Nov,Monday,18,727,9.01854653828519,1964.5775371377933
member,electric_bike,2022,Nov,Monday,19,470,8.605673758865247,1817.2423303094658
member,electric_bike,2022,Nov,Monday,20,386,8.279576856649395,1864.0325760318872
member,electric_bike,2022,Nov,Monday,21,274,8.910766423357664,2008.537027832104
member,electric_bike,2022,Nov,Monday,22,157,8.742250530785563,2119.1934406835057
member,electric_bike,2022,Nov,Monday,23,109,8.412691131498471,2302.4321852071957
member,electric_bike,2022,Nov,Saturday,0,162,9.393106995884773,2290.384185650354
member,electric_bike,2022,Nov,Saturday,1,84,7.49563492063492,1966.020382006716
member,electric_bike,2022,Nov,Saturday,2,56,7.795833333333333,2111.5021158528384
member,electric_bike,2022,Nov,Saturday,3,39,9.082478632478633,2471.385505787639
member,electric_bike,2022,Nov,Saturday,4,15,6.713333333333333,2051.6408373861973
member,electric_bike,2022,Nov,Saturday,5,38,7.475438596491228,1872.9519729635406
member,electric_bike,2022,Nov,Saturday,6,86,9.665891472868218,2640.713039911965
member,electric_bike,2022,Nov,Saturday,7,145,9.495977011494253,2333.1147945849593
member,electric_bike,2022,Nov,Saturday,8,235,9.30014184397163,2210.320691425294
member,electric_bike,2022,Nov,Saturday,9,346,8.48121387283237,2048.20626286637
member,electric_bike,2022,Nov,Saturday,10,399,8.75484544695071,1862.3403663029628
member,electric_bike,2022,Nov,Saturday,11,405,10.658024691358024,1865.0677832923875
member,electric_bike,2022,Nov,Saturday,12,361,9.79561403508772,1979.9630815542616
member,electric_bike,2022,Nov,Saturday,13,384,10.35234375,2028.6506595438514
member,electric_bike,2022,Nov,Saturday,14,419,9.753301511535401,1991.38477153092
member,electric_bike,2022,Nov,Saturday,15,430,10.05562015503876,2040.6814775925252
member,electric_bike,2022,Nov,Saturday,16,456,10.394736842105264,1997.111969005605
member,electric_bike,2022,Nov,Saturday,17,431,9.618638824439289,1756.350708233514
member,electric_bike,2022,Nov,Saturday,18,361,9.79247460757156,1882.7209780985252
member,electric_bike,2022,Nov,Saturday,19,302,9.489514348785871,1890.47720160886
member,electric_bike,2022,Nov,Saturday,20,206,9.214239482200647,1693.516612077205
member,electric_bike,2022,Nov,Saturday,21,193,9.115112262521588,1954.8599493274244
member,electric_bike,2022,Nov,Saturday,22,189,9.903086419753086,2219.1577267633006
member,electric_bike,2022,Nov,Saturday,23,170,9.341372549019608,2194.5828021514358
member,electric_bike,2022,Nov,Sunday,0,181,8.286740331491712,2027.8378116185283
member,electric_bike,2022,Nov,Sunday,1,124,8.413440860215054,2018.178182399186
member,electric_bike,2022,Nov,Sunday,2,63,10.415343915343914,2060.861885325321
member,electric_bike,2022,Nov,Sunday,3,32,8.836458333333333,2252.984514761681
member,electric_bike,2022,Nov,Sunday,4,16,6.629166666666666,1762.063950424855
member,electric_bike,2022,Nov,Sunday,5,32,6.711979166666667,1570.6079346674849
member,electric_bike,2022,Nov,Sunday,6,58,9.855459770114942,2493.621131558817
member,electric_bike,2022,Nov,Sunday,7,131,9.259287531806615,2359.993598159402
member,electric_bike,2022,Nov,Sunday,8,175,9.913714285714285,2303.2809698820765
member,electric_bike,2022,Nov,Sunday,9,248,10.91720430107527,2174.3188128704387
member,electric_bike,2022,Nov,Sunday,10,354,11.481732580037665,2422.1166449886605
member,electric_bike,2022,Nov,Sunday,11,421,11.009699129057799,2221.9645853670777
member,electric_bike,2022,Nov,Sunday,12,371,11.508490566037736,2262.8113248174946
member,electric_bike,2022,Nov,Sunday,13,425,10.71478431372549,2167.462696217811
member,electric_bike,2022,Nov,Sunday,14,478,11.788702928870293,2265.0508312772827
member,electric_bike,2022,Nov,Sunday,15,536,10.395242537313433,2065.0334808655793
member,electric_bike,2022,Nov,Sunday,16,480,13.140868055555556,2038.0719905820076
member,electric_bike,2022,Nov,Sunday,17,418,10.932535885167464,1885.470758384251
member,electric_bike,2022,Nov,Sunday,18,343,9.28265306122449,2114.2710176062533
member,electric_bike,2022,Nov,Sunday,19,301,9.804263565891473,2020.5886774312676
member,electric_bike,2022,Nov,Sunday,20,217,8.27388632872504,1823.4573477427332
member,electric_bike,2022,Nov,Sunday,21,209,9.395454545454545,1982.9401986987436
member,electric_bike,2022,Nov,Sunday,22,150,9.577444444444444,2278.33630903783
member,electric_bike,2022,Nov,Sunday,23,96,7.791145833333333,2026.6477422217292
member,electric_bike,2022,Nov,Thursday,0,89,10.363295880149813,1996.6129840033725
member,electric_bike,2022,Nov,Thursday,1,70,8.078333333333333,1931.8861434582952
member,electric_bike,2022,Nov,Thursday,2,39,8.566239316239317,1881.9182799920477
member,electric_bike,2022,Nov,Thursday,3,26,11.278846153846153,3142.3213057685016
member,electric_bike,2022,Nov,Thursday,4,28,7.21547619047619,1803.073185055055
member,electric_bike,2022,Nov,Thursday,5,96,7.715104166666666,2370.634666870771
member,electric_bike,2022,Nov,Thursday,6,401,8.666251039068994,2369.4262968705702
member,electric_bike,2022,Nov,Thursday,7,813,9.441553915539155,2384.5711947415825
member,electric_bike,2022,Nov,Thursday,8,962,9.30939015939016,2204.8627105853006
member,electric_bike,2022,Nov,Thursday,9,491,10.532281059063136,2180.257571636502
member,electric_bike,2022,Nov,Thursday,10,386,10.567400690846286,2247.0802117270096
member,electric_bike,2022,Nov,Thursday,11,441,10.811451247165532,1956.2799086034738
member,electric_bike,2022,Nov,Thursday,12,577,9.916984402079724,1862.7727154373667
member,electric_bike,2022,Nov,Thursday,13,559,9.602504472271914,1935.6805366406618
member,electric_bike,2022,Nov,Thursday,14,614,9.751167209554831,2045.5562522634295
member,electric_bike,2022,Nov,Thursday,15,826,10.261097659402743,2206.14350312967
member,electric_bike,2022,Nov,Thursday,16,1189,12.08215587328287,2484.906760812737
member,electric_bike,2022,Nov,Thursday,17,1155,11.082712842712843,2308.6387696566076
member,electric_bike,2022,Nov,Thursday,18,827,10.95092704554615,2373.3777013874696
member,electric_bike,2022,Nov,Thursday,19,566,11.754328621908128,2355.3647002759767
member,electric_bike,2022,Nov,Thursday,20,393,9.657930449533502,2056.512048225896
member,electric_bike,2022,Nov,Thursday,21,315,10.0194708994709,2280.528990459204
member,electric_bike,2022,Nov,Thursday,22,283,9.99487632508834,2376.030686684034
member,electric_bike,2022,Nov,Thursday,23,160,9.149270833333333,2201.9020443907916
member,electric_bike,2022,Nov,Tuesday,0,66,7.913636363636364,1735.8080788636855
member,electric_bike,2022,Nov,Tuesday,1,47,7.26063829787234,1822.4406424738847
member,electric_bike,2022,Nov,Tuesday,2,24,7.679861111111111,1464.2256587126979
member,electric_bike,2022,Nov,Tuesday,3,24,7.656944444444444,2361.7602884858443
member,electric_bike,2022,Nov,Tuesday,4,49,7.435714285714286,2069.527794619102
member,electric_bike,2022,Nov,Tuesday,5,177,7.456214689265536,1928.3686999661045
member,electric_bike,2022,Nov,Tuesday,6,568,7.818808685446009,2130.6686035047014
member,electric_bike,2022,Nov,Tuesday,7,1082,8.847612446087492,2245.025351411959
member,electric_bike,2022,Nov,Tuesday,8,1216,9.27279331140351,2305.0782821197795
member,electric_bike,2022,Nov,Tuesday,9,597,8.765773310999442,2113.541393043265
member,electric_bike,2022,Nov,Tuesday,10,461,9.566702819956616,1938.1310077569383
member,electric_bike,2022,Nov,Tuesday,11,500,10.883666666666667,1951.6882397153329
member,electric_bike,2022,Nov,Tuesday,12,684,9.279824561403508,1777.7636797232642
member,electric_bike,2022,Nov,Tuesday,13,618,9.36685544768069,1951.8926432717772
member,electric_bike,2022,Nov,Tuesday,14,647,10.049948480164863,2109.3383149101755
member,electric_bike,2022,Nov,Tuesday,15,1067,9.732755388940957,2108.852148181557
member,electric_bike,2022,Nov,Tuesday,16,1574,10.900391783142735,2280.207872216402
member,electric_bike,2022,Nov,Tuesday,17,1635,10.436340468909275,2215.9745939626796
member,electric_bike,2022,Nov,Tuesday,18,1107,9.296341463414635,1998.1124941721282
member,electric_bike,2022,Nov,Tuesday,19,683,9.015422157149828,1916.6434677800246
member,electric_bike,2022,Nov,Tuesday,20,444,8.725788288288289,2083.2551142793486
member,electric_bike,2022,Nov,Tuesday,21,406,9.320689655172414,2135.903354929528
member,electric_bike,2022,Nov,Tuesday,22,265,8.508427672955975,2260.4486297612175
member,electric_bike,2022,Nov,Tuesday,23,173,9.31907514450867,2417.742321134523
member,electric_bike,2022,Nov,Wednesday,0,94,7.576063829787234,1999.6963853111042
member,electric_bike,2022,Nov,Wednesday,1,40,8.966666666666667,1615.3503932668818
member,electric_bike,2022,Nov,Wednesday,2,27,10.75925925925926,1808.158856633182
member,electric_bike,2022,Nov,Wednesday,3,31,12.163978494623656,3259.2213983721654
member,electric_bike,2022,Nov,Wednesday,4,41,7.092682926829268,1966.775245866404
member,electric_bike,2022,Nov,Wednesday,5,182,6.696886446886447,1848.5970005126442
member,electric_bike,2022,Nov,Wednesday,6,530,8.22437106918239,2152.923850729362
member,electric_bike,2022,Nov,Wednesday,7,1159,9.339200460166811,2288.0706284205494
member,electric_bike,2022,Nov,Wednesday,8,1249,9.321603949826528,2222.0137410455286
member,electric_bike,2022,Nov,Wednesday,9,644,9.259549689440993,2148.5012809737564
member,electric_bike,2022,Nov,Wednesday,10,454,9.535022026431719,1985.5515880921246
member,electric_bike,2022,Nov,Wednesday,11,555,9.82114114114114,1882.9145907154164
member,electric_bike,2022,Nov,Wednesday,12,664,9.668649598393575,1868.2427239095935
member,electric_bike,2022,Nov,Wednesday,13,682,10.238245356793744,2036.8722349259106
member,electric_bike,2022,Nov,Wednesday,14,755,8.913377483443709,1892.7292964200176
member,electric_bike,2022,Nov,Wednesday,15,998,9.94807949231797,2149.9505735939483
member,electric_bike,2022,Nov,Wednesday,16,1508,10.344661803713528,2221.4059752658673
member,electric_bike,2022,Nov,Wednesday,17,1618,10.709064688916358,2241.0309678317976
member,electric_bike,2022,Nov,Wednesday,18,1087,10.273474394357558,2104.346785534308
member,electric_bike,2022,Nov,Wednesday,19,765,10.177755991285403,2085.4235348709085
member,electric_bike,2022,Nov,Wednesday,20,518,9.30402187902188,1973.173454040218
member,electric_bike,2022,Nov,Wednesday,21,498,9.527744310575637,2167.804916763521
member,electric_bike,2022,Nov,Wednesday,22,346,9.671387283236994,2283.2296931737933
member,electric_bike,2022,Nov,Wednesday,23,220,8.0841666666666665,2058.9417298575713
member,electric_bike,2022,Dec,Friday,0,69,7.42512077294686,1940.9124563383675
member,electric_bike,2022,Dec,Friday,1,49,11.464965986394558,1849.5186552402913
member,electric_bike,2022,Dec,Friday,2,40,8.455,1806.2269573018718
member,electric_bike,2022,Dec,Friday,3,28,10.548214285714286,2622.7426338928067
member,electric_bike,2022,Dec,Friday,4,21,7.515079365079365,1615.9076611693376
member,electric_bike,2022,Dec,Friday,5,90,5.735555555555556,1613.846828480372
member,electric_bike,2022,Dec,Friday,6,195,7.797179487179487,2070.1450515229953
member,electric_bike,2022,Dec,Friday,7,344,8.159253875968993,2112.549191319615
member,electric_bike,2022,Dec,Friday,8,406,8.107307060755337,2040.1055516308556
member,electric_bike,2022,Dec,Friday,9,231,8.554401154401154,2183.1216177940623
member,electric_bike,2022,Dec,Friday,10,238,7.377871148459384,1723.0771516852317
member,electric_bike,2022,Dec,Friday,11,234,13.379558404558404,1872.4107207957215
member,electric_bike,2022,Dec,Friday,12,332,8.395431726907631,1654.4482695843758
member,electric_bike,2022,Dec,Friday,13,356,8.634222846441947,1656.9983514712665
member,electric_bike,2022,Dec,Friday,14,372,8.951747311827956,1805.9749740869254
member,electric_bike,2022,Dec,Friday,15,506,8.976548089591567,1987.7163785558666
member,electric_bike,2022,Dec,Friday,16,552,10.055797101449276,2011.1639442446074
member,electric_bike,2022,Dec,Friday,17,568,10.81875,2086.025875248178
member,electric_bike,2022,Dec,Friday,18,465,9.357383512544803,1917.858263648873
member,electric_bike,2022,Dec,Friday,19,330,10.25520202020202,1840.2266242807927
member,electric_bike,2022,Dec,Friday,20,206,9.380906148867314,1764.9270628397742
member,electric_bike,2022,Dec,Friday,21,167,9.549600798403194,2055.5118389628533
member,electric_bike,2022,Dec,Friday,22,120,10.076527777777777,2277.8849108344507
member,electric_bike,2022,Dec,Friday,23,122,8.901912568306011,2081.9584614419955
member,electric_bike,2022,Dec,Monday,0,36,6.141666666666667,1400.1259089279138
member,electric_bike,2022,Dec,Monday,1,18,7.316666666666666,1597.4431089703608
member,electric_bike,2022,Dec,Monday,2,14,5.882142857142857,1614.6969132220352
member,electric_bike,2022,Dec,Monday,3,8,6.070833333333334,1295.0259369625783
member,electric_bike,2022,Dec,Monday,4,19,5.026315789473684,1355.213908003106
member,electric_bike,2022,Dec,Monday,5,90,5.964444444444444,1548.629794523305
member,electric_bike,2022,Dec,Monday,6,250,7.582066666666667,2046.2124290234808
member,electric_bike,2022,Dec,Monday,7,408,7.972017973856209,2021.6184538907157
member,electric_bike,2022,Dec,Monday,8,519,8.442742453436095,1930.3722149461462
member,electric_bike,2022,Dec,Monday,9,230,7.939202898550724,1891.2774703692623
member,electric_bike,2022,Dec,Monday,10,184,8.510416666666666,1594.6330898114243
member,electric_bike,2022,Dec,Monday,11,232,9.686925287356322,1659.4694142023018
member,electric_bike,2022,Dec,Monday,12,236,7.546963276836158,1636.1430874444477
member,electric_bike,2022,Dec,Monday,13,284,8.403579812206573,1794.6953679508658
member,electric_bike,2022,Dec,Monday,14,272,11.333884803921569,2021.8437897278973
member,electric_bike,2022,Dec,Monday,15,413,9.603874092009685,1960.919812697486
member,electric_bike,2022,Dec,Monday,16,592,10.023367117117116,2022.3386968369848
member,electric_bike,2022,Dec,Monday,17,700,10.654214285714286,2007.5832865030404
member,electric_bike,2022,Dec,Monday,18,545,8.442935779816514,1798.5800837910242
member,electric_bike,2022,Dec,Monday,19,344,9.149951550387597,1815.7975806929455
member,electric_bike,2022,Dec,Monday,20,209,8.517543859649123,1848.0202910956075
member,electric_bike,2022,Dec,Monday,21,165,7.6866666666666665,1835.0773446925227
member,electric_bike,2022,Dec,Monday,22,106,7.266352201257861,1816.9434911573157
member,electric_bike,2022,Dec,Monday,23,45,8.786666666666667,2064.7689348837634
member,electric_bike,2022,Dec,Saturday,0,118,10.687853107344633,2677.2721521203684
member,electric_bike,2022,Dec,Saturday,1,91,9.053296703296704,2265.4718612886427
member,electric_bike,2022,Dec,Saturday,2,42,9.092460317460317,2218.4916108618777
member,electric_bike,2022,Dec,Saturday,3,22,9.084848484848484,2669.56967767369
member,electric_bike,2022,Dec,Saturday,4,16,8.228125,1896.8559433259227
member,electric_bike,2022,Dec,Saturday,5,31,7.647311827956989,2040.5120448158182
member,electric_bike,2022,Dec,Saturday,6,68,8.524019607843137,2140.2254717342585
member,electric_bike,2022,Dec,Saturday,7,115,8.105797101449275,2074.851697322256
member,electric_bike,2022,Dec,Saturday,8,245,6.987006802721089,1752.705028150782
member,electric_bike,2022,Dec,Saturday,9,197,8.47648054145516,2066.517056021047
member,electric_bike,2022,Dec,Saturday,10,250,8.0138,1833.0050589210136
member,electric_bike,2022,Dec,Saturday,11,358,9.921461824953445,1911.816465323458
member,electric_bike,2022,Dec,Saturday,12,355,9.649295774647888,1844.9813941956895
member,electric_bike,2022,Dec,Saturday,13,384,11.390321180555556,1889.6265672221055
member,electric_bike,2022,Dec,Saturday,14,393,9.153307888040713,1939.5962920258373
member,electric_bike,2022,Dec,Saturday,15,415,9.226224899598394,1920.7146949452583
member,electric_bike,2022,Dec,Saturday,16,393,9.855385920271416,1824.7073400113695
member,electric_bike,2022,Dec,Saturday,17,329,11.90547112462006,2149.225398600047
member,electric_bike,2022,Dec,Saturday,18,255,11.007581699346405,1688.3747649841102
member,electric_bike,2022,Dec,Saturday,19,233,13.793705293276108,1885.5956446506855
member,electric_bike,2022,Dec,Saturday,20,179,11.480167597765362,1818.6130042123928
member,electric_bike,2022,Dec,Saturday,21,128,8.792317708333334,1831.9564928257778
member,electric_bike,2022,Dec,Saturday,22,148,9.509121621621622,2155.157585423508
